Name,Contract__r.Name,Contract__r.Account__r.Account_Code__c,Contract__r.Account__r.Nhom_Khu_vuc_KH__c,Contract__r.Account__r.BillingAddress,Product__r.STONE_Color_Type__c,Product__r.StockKeepingUnit,Product__r.Family,Product__r.Product_description_in_Vietnamese__c,Segment__c,Created_Date__c,Delivery_Date__c,Product_Discription__c,Length__c,Width__c,Height__c,Quantity__c,Crates__c,m2__c,m3__c,ml__c,Tons__c,Sales_Price__c,Charge_Unit__c,Total_Price_USD__c
Dark Grey Granite Stair 603515 (16),07/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",GREY GRANITE,GX4.1DOX0-0600350150,STAIR,"GRANITE XÁM, Bậc thang-6 mặt đốt chải, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",Common,2023-11-13,2021-07-01,"Dark Grey Granite Block Stair G654   6 sides flamed, beveled 3mm",60,35,15,32,2,6.72,1.01,19.2,2.92,21.3,USD/PC,681.6
Absolute Basalt Palisade 2502010 (2),06/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",ABSOLUTE BASALT,BD3.1DOX0-2500200100,PALISADE,"BAZAN ĐEN, Đá cây-6 mặt đốt xịt nước, vạt mép 3mm",Super premium,2023-11-13,2021-03-01,"Absolute Basalt Palisade  All sides flamed, waterjet finished and all edges beveled",250,20,15,2,1,1,0.15,5,0.44,150,USD/PC,300
Dark Grey Granite Cubic 998 (700),05/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",GREY GRANITE,GX1.1DOX3-0090090080,Exterior_Tiles,"GRANITE XÁM, Cubic-Mặt đốt chải, cạnh chẻ tay, đáy cưa",Common,2023-11-13,2021-04-30,"Dark Grey Granite Cube Top flamed, 4 sides natural split, top + bottom sawn",9,9,8,7260,10,58.81,4.7,653.4,13.64,43.2,USD/M2,2540.42
Black Basalt Cubic 999 (726),05/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",BLACK BASALT,BX1.1CTA0-0090090090,Exterior_Tiles,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",Economy,2023-11-13,2021-04-30,Black Basalt Cubic All sides natural split,9,9,9,4356,6,35.28,3.18,392.04,7.57,24.75,USD/M2,873.27
Black Basalt Cubic 777 (1568),05/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",BLACK BASALT,BX1.1CTA0-0070070070,Exterior_Tiles,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",Economy,2023-11-13,2021-04-30,Black Basalt Cubic All sides natural split,7,7,7,4704,3,23.05,1.61,329.28,4.06,21,USD/M2,484.04
Black Basalt Cubic 555 (4000),05/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",BLACK BASALT,BX1.1CTA0-0050050050,Exterior_Tiles,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",Economy,2023-11-13,2021-04-30,Basalt Cubes  All side cleft (natural split),5,5,5,8000,2,20,1,400,2.65,16.25,USD/M2,325
Black Basalt Cubic 999 (726),04/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",BLACK BASALT,BX1.1CTA0-0090090090,Exterior_Tiles,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",Economy,2023-11-13,2021-04-01,Black Basalt Cubic All sides natural split,9,9,9,31944,44,258.75,23.29,2874.96,55.54,24.75,USD/M2,6403.97
Black Basalt Cubic 20108 (350),03/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",BLACK BASALT,BX1.1CTA0-020010080,Exterior_Tiles,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",Economy,2023-11-13,2021-03-01,Black Basalt Cubes   All side handmade,20,10,8,560,2,11.2,0.9,112,2.08,104.8,USD/TON,217.98
Absolute Basalt Palisade 200258 (12),02/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",ABSOLUTE BASALT,BD3.1DOX0-2000250080,PALISADE,"BAZAN ĐEN, Đá cây-6 mặt đốt xịt nước, vạt mép 3-5mm.",Premium,2023-11-13,2021-03-01,"Absolute Basalt Palisade  All sides flamed, waterjet finished and all edges beveled",200,25,8,50,5,25,2,100,5.9,40.4,USD/PC,2020
Absolute Basalt Palisade 150258 (14),02/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",ABSOLUTE BASALT,BD3.1DOX0-1500250080,PALISADE,"BAZAN ĐEN, Đá cây-6 mặt đốt xịt nước, vạt mép 4mm.",Premium,2023-11-13,2021-03-01,"Absolute Basalt Palisade  All sides flamed, waterjet finished and all edges beveled",150,25,8,126,9,47.25,3.78,189,11.15,28.5,USD/PC,3591
Absolute Basalt Palisade 100258 (20),02/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",ABSOLUTE BASALT,BD3.1DOX0-1000250080,PALISADE,"BAZAN ĐEN, Đá cây-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",Premium,2023-11-13,2021-03-01,Extreme Basalt Palisades All sides flamed + water jet finished All edge beveled,100,25,8,160,8,40,3.2,160,9.44,17.8,USD/PC,2848
Dark Grey Granite Tile 90603,01/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",GREY GRANITE,GX1.0DOX1-0900600030,Exterior_Tiles,"GRANITE XÁM, Đá lát-Mặt đốt chải, các cạnh còn lại cưa, vạt mép 3mm.",Common,2023-11-13,2021-03-01,"Dark Grey Granite Tile G654  All sides sawn, top surface flamed and brushed 1-time, 4 top edges beveled 3mm",90,60,3,575,23,310.5,9.32,517.5,27.01,22.85,USD/M2,7094.93
Dark Grey Granite Tile 60603,01/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",GREY GRANITE,GX1.0DOX1-0600600030,Exterior_Tiles,"GRANITE XÁM, Đá lát-Mặt đốt chải, các cạnh còn lại cưa, vạt mép 3mm.",Common,2023-11-13,2021-03-01,"Dark Grey Granite Tile G654  All sides sawn, top surface flamed and brushed 1-time, 4 top edges beveled 3mm",60,60,3,476,14,171.36,5.14,285.6,14.91,21.7,USD/M2,3718.51
Dark Grey Granite Tile 60303 (34),01/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",GREY GRANITE,GX1.0DOX1-0600300030,Exterior_Tiles,"GRANITE XÁM, Đá lát-Mặt đốt chải, các cạnh còn lại cưa, vạt mép 3mm.",Common,2023-11-13,2021-03-01,"Dark Grey Granite Tile G654  All sides sawn, top surface flamed and brushed 1-time, 4 top edges beveled 3mm",60,30,3,816,12,146.88,4.41,489.6,12.78,21.42,USD/M2,3146.17
Dark Grey Granite Tile 60403,01/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",GREY GRANITE,GX1.0DOX1-0600400030,Exterior_Tiles,"GRANITE XÁM, Đá lát-Mặt đốt chải, các cạnh còn lại cưa, vạt mép 3mm.",Common,2023-11-13,2021-03-01,"Dark Grey Granite Tile G654  All sides sawn, top surface flamed and brushed 1-time, 4 top edges beveled 3mm",60,40,3,1292,19,310.08,9.3,775.2,26.98,21.42,USD/M2,6641.91
Absolute Basalt Palisade 100258 (20),02/A-X21.2/23,X21.2,Nhóm đầu 2,"{""city"":""Delbrück"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""33129"",""state"":null,""street"":""Wiebeler Str. 62""}",ABSOLUTE BASALT,BD3.1DOX0-1000250080,PALISADE,"BAZAN ĐEN, Đá cây-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",Premium,2023-11-12,2023-06-01,Extreme Basalt Palisades All sides flamed + water jet finished All edge beveled,100,25,8,120,6,30,2.4,120,7.08,19.78,USD/PC,2373.6
Absolute Basalt Palisade 100206 (30),02/A-X21.2/23,X21.2,Nhóm đầu 2,"{""city"":""Delbrück"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""33129"",""state"":null,""street"":""Wiebeler Str. 62""}",ABSOLUTE BASALT,BD3.1DOX0-1000200060,PALISADE,"BAZAN ĐEN, Đá cây-6 mặt đốt xịt nước, vạt mép 4mm.",Premium,2023-11-12,2023-06-01,"Absolute Basalt Palisade All sides flamed, waterjet finished and all edges beveled",100,20,6,240,8,48,2.88,240,8.5,14.21,USD/PC,3410.4
Absolute Basalt Cubic 20105 (400),02/A-X21.2/23,X21.2,Nhóm đầu 2,"{""city"":""Delbrück"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""33129"",""state"":null,""street"":""Wiebeler Str. 62""}",ABSOLUTE BASALT,BD1.1DOX1-0200100050,Exterior_Tiles,"BAZAN ĐEN, Cubic-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm/45o",Common,2023-11-12,2023-06-01,"Absolute Black Basalt Cubic Surface flamed and water jet, sawn edges & chamfered",20,10,5,1600,4,32,1.6,320,4.72,32,USD/M2,1024
Absolute Basalt Tiles 60303 (68),02/A-X21.2/23,X21.2,Nhóm đầu 2,"{""city"":""Delbrück"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""33129"",""state"":null,""street"":""Wiebeler Str. 62""}",ABSOLUTE BASALT,BD7.1DOX1-0600300030,Interior_Tiles,"BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm.",Premium,2023-11-12,2023-06-01,"Absolute Black Basalt Tiles Surface flamed and water jet, sawn edges & chamfered",60,30,3,1020,15,183.6,5.51,612,16.25,25.5,USD/M2,4681.8
Absolute Basalt Cubic 998 (726),02/A-X21.2/23,X21.2,Nhóm đầu 2,"{""city"":""Delbrück"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""33129"",""state"":null,""street"":""Wiebeler Str. 62""}",ABSOLUTE BASALT,BD1.1DOX3-0090090080,Exterior_Tiles,"BAZAN ĐEN, Cubic-Mặt đốt xịt nước, cạnh chẻ tay, đáy cưa",Common,2023-11-12,2023-06-01,"Absolute Basalt Cobble  Top side flamed waterjet finished, bottom sawn, others hand cut.",9,9,8,5808,8,47.04,3.76,522.72,9.99,46.4,USD/M2,2182.88
Black Basalt Cubic 999 (726),04/A-X269/22,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",BLACK BASALT,BX1.1CTA0-0090090090,Exterior_Tiles,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",Economy,2023-11-12,2022-12-01,Black Basalt Cubic All sides natural split,9,9,9,31944,44,258.75,23.29,2874.96,55.54,24.75,USD/M2,6403.97
Black Basalt Cubic 161616 (144),03/A-X269/22,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",BLACK BASALT,BX1.1CTA0-0160160160,Exterior_Tiles,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",Economy,2023-11-12,2022-06-01,Black Basalt Cubes All sides natural split,16,16,16,2880,,73.73,11.8,460.8,28.13,39.2,USD/M2,2890.14
Black Basalt Cubic 999 (726),03/A-X269/22,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",BLACK BASALT,BX1.1CTA0-0090090090,Exterior_Tiles,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",Economy,2023-11-12,2022-06-01,Black Basalt Cubic All sides natural split,9,9,9,31218,43,252.87,22.76,2809.62,54.28,24.75,USD/M2,6258.43
Absolute Basalt Stair 1503515 (6),01/A-X269/22,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",ABSOLUTE BASALT,BD4.1CTA2-1500350150,STAIR,"BAZAN ĐEN, Bậc thang-Mặt trước chẻ tay tự nhiên, các cạnh còn lại đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",Premium,2023-11-12,2022-04-01,"Absolute Basalt Stairs Front side natural split, other sides flamed + brushed, beveled 3mm",150,35,15,36,6,18.9,2.84,54,8.36,81.19,USD/PC,2922.84
Absolute Basalt Stair 1253515 (8),01/A-X269/22,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",ABSOLUTE BASALT,BD4.1CTA2-1250350150,STAIR,"BAZAN ĐEN, Bậc thang-Mặt trước chẻ tay tự nhiên, các cạnh còn lại đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",Premium,2023-11-12,2022-04-01,"Absolute Basalt Stairs Front side natural split, other sides flamed + water jet, beveled 3mm",125,35,15,32,4,14,2.1,40,6.2,69.14,USD/PC,2212.48
Absolute Basalt Stair 1003515 (10),01/A-X269/22,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",ABSOLUTE BASALT,BD4.1CTA2-1000350150,STAIR,"BAZAN ĐEN, Bậc thang-Mặt trước chẻ tay tự nhiên, các cạnh còn lại đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",Premium,2023-11-12,2022-04-01,"Absolute Basalt Stairs Front side natural split, other sides flamed waterjet finished, beveled 3mm",100,35,15,40,4,14,2.1,40,6.2,54.43,USD/PC,2177.2
Absolute Basalt Palisade 200258 (12),01/A-X269/22,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",ABSOLUTE BASALT,BD3.1DOX0-2000250080,PALISADE,"BAZAN ĐEN, Đá cây-6 mặt đốt xịt nước, vạt mép 3-5mm.",Premium,2023-11-12,2022-04-01,"Absolute Basalt Palisade  All sides flamed, waterjet finished and all edges beveled",200,25,8,150,15,75,6,300,17.7,48,USD/PC,7200
Absolute Basalt Palisade 150258 (14),01/A-X269/22,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",ABSOLUTE BASALT,BD3.1DOX0-1500250080,PALISADE,"BAZAN ĐEN, Đá cây-6 mặt đốt xịt nước, vạt mép 4mm.",Premium,2023-11-12,2022-04-01,"Absolute Basalt Palisade  All sides flamed, waterjet finished and all edges beveled",150,25,8,140,10,52.5,4.2,210,12.39,30.5,USD/PC,4270
Absolute Basalt Tiles 90603 (20),01/A-X269/22,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",ABSOLUTE BASALT,BD7.2DOX1-0900600030,Interior_Tiles,"BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm.",Premium,2023-11-12,2022-04-01,"Absolute Black Basalt Tiles  Surface flamed and water jet, sawn edges & chamfered",90,60,3,150,6,81,2.43,135,7.17,34.5,USD/M2,2794.5
Absolute Basalt Tiles 60603 (34),01/A-X269/22,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",ABSOLUTE BASALT,BD7.1DOX1-0600600030,Interior_Tiles,"BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm.",Premium,2023-11-12,2022-04-01,"Absolute Basalt Tiles Top flamed and water jet finished, other sides sawn, beveled 3mm",60,60,3,102,3,36.72,1.1,61.2,3.25,32.8,USD/M2,1204.42
Absolute Basalt Tiles 60403 (34),01/A-X269/22,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",ABSOLUTE BASALT,BD7.1DOX1-0600400030,Interior_Tiles,"BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm/45o",Premium,2023-11-12,2022-04-01,Absolute Basalt Tiles  Surface flamed - waterjet finished and top edges chamfered,60,40,3,748,11,179.52,5.39,448.8,15.89,26,USD/M2,4667.52
Absolute Basalt Cubic 161614 (144),01/A-X269/22,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",ABSOLUTE BASALT,BD1.1DOX3-0160160140,Exterior_Tiles,"BAZAN ĐEN, Cubic-Mặt đốt xịt nước, cạnh chẻ tay, đáy cưa",Common,2023-11-12,2022-04-01,"Absolute Basalt Cube  Top surface + bottom sawn + flamed, 4 sides natural split (taper cut, sides cut sticking out)",16,16,14,288,2,7.37,1.03,46.08,2.66,86.67,USD/M2,639
Absolute Basalt Cubic 555 (4000),01/A-X269/22,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",ABSOLUTE BASALT,BD1.1DOX3-0050050050,Exterior_Tiles,"BAZAN ĐEN, Cubic -Mặt đốt xịt nước, cạnh chẻ tay, đáy cưa",Common,2023-11-12,2022-04-01,"Absolute Basalt Cubes  Top surface + bottom sawn + flamed, 4 sides natural split (taper cut, sides cut sticking out)",5,5,5,4000,1,10,0.5,200,1.48,37.15,USD/M2,371.5
Black Basalt Cubic 161612 (144),05/A-X269/22,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",BLACK BASALT,BX1.1DOX9-0160160120,Exterior_Tiles,"BAZAN XÁM, Cubic-Mặt đốt chải, cạnh cưa, vạt mép chống mẻ, đáy băm bám hồ",Common,2023-11-12,2022-02-01,"Black Basalt Cube All sides sawn, top surface flamed + beveled 1mm, bottom bush hammered.",16,16,12,4176,29,106.91,12.83,668.16,34.64,76.2,USD/M2,8146.21
Black Basalt Cubic 999 (726),05/A-X269/22,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",BLACK BASALT,BX1.1CTA0-0090090090,Exterior_Tiles,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",Economy,2023-11-12,2022-02-01,Black Basalt Cubic All sides natural split,9,9,9,12342,17,99.97,9,1110.78,21.46,24.75,USD/M2,2474.26
Black Basalt Cubic 161612 (144),02/A-X269/22,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",BLACK BASALT,BX1.1DOX9-0160160120,Exterior_Tiles,"BAZAN XÁM, Cubic-Mặt đốt chải, cạnh cưa, vạt mép chống mẻ, đáy băm bám hồ",Common,2023-11-12,2022-05-01,"Black Basalt Cube All sides sawn, top surface flamed + beveled 1mm, bottom bush hammered.",16,16,12,2563,,65.61,7.87,410.08,21.26,74.4,USD/M2,4881.59
Black Basalt Cubic 999 (726),02/A-X269/22,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",BLACK BASALT,BX1.1CTA0-0090090090,Exterior_Tiles,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",Economy,2023-11-12,2022-05-01,Black Basalt Cubic All sides natural split,9,9,9,2904,4,23.52,2.12,261.36,5.05,24.75,USD/M2,582.18
Absolute Basalt Stair 1253515 (8),03/A-X21.2/23,X21.2,Nhóm đầu 2,"{""city"":""Delbrück"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""33129"",""state"":null,""street"":""Wiebeler Str. 62""}",ABSOLUTE BASALT,BD4.1DOX0-1250350150,STAIR,"BAZAN ĐEN, Bậc thang-6 mặt đốt, xịt nước, cạnh dài vạt mép 6mm, cạnh ngắn vạt mép 4mm.",Premium,2023-11-12,2023-07-01,"Absolute Basalt Stair All sides flamed & water jet finished, 2 long Edge beveled 5/5mm and all other edge beveled 3/3mm",125,35,15,30,5,13.13,1.97,37.5,5.81,63.98,USD/PC,1919.4
