Name,Contract__r.Name,Product__r.StockKeepingUnit,Product__r.Family,Product__r.Product_description_in_Vietnamese__c,Product_Discription__c,Length__c,Width__c,Height__c,Quantity__c,Crates__c,m2__c,special_code,special_shape
Bluestone Roman Pattern 60402.5 (18),09/A-X19/20,MB7.1GCR0-0600400B025,Interior_Tiles,"BLUESTONE, Đá lát-Giả cổ rung",Bluestone Roman Pattern 2.5cm Vietnostyle,60.0,40.0,2.5,1674,93.0,401.76,B,Đá bộ (stone set)
Bluestone Roman Pattern 40402.5 (36),09/A-X19/20,MB7.1GCR0-0400400B025,Interior_Tiles,"BLUESTONE, Đá bộ-Giả cổ rung 2.5 cm",Bluestone Roman Pattern 2.5cm Vietnostyle,40.0,40.0,2.5,3348,93.0,535.68,B,Đá bộ (stone set)
Bluestone Roman Pattern 19.539.72.5 (18),09/A-X19/20,MB7.1GCR0-0195397B025,Interior_Tiles,"BLUESTONE, Đá bộ-Giả cổ rung 2.5 cm",Bluestone Roman Pattern 2.5cm Vietnostyle,19.5,39.7,2.5,1674,93.0,129.59,B,Đá bộ (stone set)
Bluestone Roman Pattern 19.519.52.5 (36),09/A-X19/20,MB7.1GCR0-0195195B025,Interior_Tiles,"BLUESTONE, Đá bộ-Giả cổ rung 2.5 cm",Bluestone Roman Pattern 2.5cm Vietnostyle,19.5,19.5,2.5,3348,93.0,127.31,B,Đá bộ (stone set)
Bluestone Roman Pattern 19.539.72.5 (18),08/A-X19/20,MB7.1GCR0-0195397B025,Interior_Tiles,"BLUESTONE, Đá bộ-Giả cổ rung 2.5 cm",Bluestone Roman Pattern 2.5cm Vietnostyle,19.5,39.7,2.5,288,16.0,22.3,B,Đá bộ (stone set)
Bluestone Roman Pattern 19.519.52.5 (36),08/A-X19/20,MB7.1GCR0-0195195B025,Interior_Tiles,"BLUESTONE, Đá bộ-Giả cổ rung 2.5 cm",Bluestone Roman Pattern 2.5cm Vietnostyle,19.5,19.5,2.5,576,16.0,21.9,B,Đá bộ (stone set)
Bluestone Roman Pattern 60402.5 (18),07/A-X19/21,MB7.1GCR0-0600400B025,Interior_Tiles,"BLUESTONE, Đá lát-Giả cổ rung",Bluestone Roman Pattern 2.5cm Vietnostyle,60.0,40.0,2.5,1674,93.0,401.76,B,Đá bộ (stone set)
Bluestone Roman Pattern 40402.5 (36),07/A-X19/21,MB7.1GCR0-0400400B025,Interior_Tiles,"BLUESTONE, Đá bộ-Giả cổ rung 2.5 cm",Bluestone Roman Pattern 2.5cm Vietnostyle,40.0,40.0,2.5,3348,93.0,535.68,B,Đá bộ (stone set)
Bluestone Roman Pattern 19.539.72.5 (18),07/A-X19/21,MB7.1GCR0-0195397B025,Interior_Tiles,"BLUESTONE, Đá bộ-Giả cổ rung 2.5 cm",Bluestone Roman Pattern 2.5cm Vietnostyle,19.5,39.7,2.5,1674,93.0,129.59,B,Đá bộ (stone set)
Bluestone Roman Pattern 19.519.52.5 (36),07/A-X19/21,MB7.1GCR0-0195195B025,Interior_Tiles,"BLUESTONE, Đá bộ-Giả cổ rung 2.5 cm",Bluestone Roman Pattern 2.5cm Vietnostyle,19.5,19.5,2.5,3348,93.0,127.31,B,Đá bộ (stone set)
Bluestone Roman Pattern 40402.5 (36),08/A-X19/20,MB7.1GCR0-0400400B025,Interior_Tiles,"BLUESTONE, Đá bộ-Giả cổ rung 2.5 cm",Bluestone Roman Pattern 2.5cm Vietnostyle,40.0,40.0,2.5,576,16.0,92.16,B,Đá bộ (stone set)
Bluestone Roman Pattern 60402.5 (18),08/A-X19/20,MB7.1GCR0-0600400B025,Interior_Tiles,"BLUESTONE, Đá lát-Giả cổ rung",Bluestone Roman Pattern 2.5cm Vietnostyle,60.0,40.0,2.5,288,16.0,69.12,B,Đá bộ (stone set)
Bluestone Roman Pattern 60402.5 (18),02-X19/20,MB7.1GCR0-0600400B025,Interior_Tiles,"BLUESTONE, Đá lát-Giả cổ rung",Bluestone Roman Pattern 2.5cm Vietnostyle,60.0,40.0,2.5,3360,84.0,806.4,B,Đá bộ (stone set)
Bluestone Roman Pattern 40402.5 (36),02-X19/20,MB7.1GCR0-0400400B025,Interior_Tiles,"BLUESTONE, Đá bộ-Giả cổ rung 2.5 cm",Bluestone Roman Pattern 2.5cm Vietnostyle,40.0,40.0,2.5,2480,31.0,396.8,B,Đá bộ (stone set)
Black Basalt Stepping 50-7050-703 (30),0220/U-X699/20,BX1.3CUA0-0700V50030,Exterior_Tiles,"BAZAN XÁM, Đá vành-Cưa 2 mặt",Black Basalt Stepping Stone Sawn both sides,60.0,60.0,3.0,240,8.0,86.4,V,Đá vành (ring/step stone)
Black Basalt Stepping 50-7050-703 (30),0121/U-X699/21,BX1.3CUA0-0700V50030,Exterior_Tiles,"BAZAN XÁM, Đá vành-Cưa 2 mặt",Black Basalt Stepping Stone Sawn both sides,60.0,60.0,3.0,600,20.0,216.0,V,Đá vành (ring/step stone)
Black Basalt Stair 10035/3015,0124/X112,BX4.1DOX1-100035L150,STAIR,"BAZAN XÁM, Bậc thang L-Mặt trên và 2 cạnh dài đốt chải, mũi L đốt, giống U profile, vạt mép tất cả cạnh 2mm (hình số 3).","Black basalt Steps
Top face & 2 long edges flamed & brushed; with nose  in black basalt flamed , same as U profile .2 mm chamfered all around (Drawing No.3)",100.0,35.0,15.0,16,1.0,5.6,L,Cắt chữ L (L-shape)
Black Basalt Poolcovers 57.7306/3,0124/X112,BX6.1DOX1-057730U6/3,"Pool surrounding,Window sill, covering","BAZAN XÁM, Đá bo hồ bơi-Mặt đốt, cạnh cưa, vạt mép 2mm, đáy cắt 6/3 cạnh bo tròn R=3 và hone (như LSX 010322)","Black basalt Poolcovers
Top side flamed, bottom sawn, heads sawn, front edge 6cm honed and up and down chamfered - back edges (3cm) also honed and up and down chamfered 2mm.",577.0,30.0,6.0,12,1.0,20.77,U,Cắt chữ U (U-profile)
Black Basalt U-Profile 1003010/3 (20),0124/X112,BX6.0DOC1-10030UT10/3,"Pool surrounding,Window sill, covering","BAZAN XÁM, Chữ U-Mặt đốt chải, các cạnh còn lại cưa, tất cả các cạnh vạt mép 2mm, đáy cắt 10/3","Black Basalt U-PROFILE
Surface flamed brush, all sides chamfered 2mm",100.0,30.0,10.0,120,6.0,36.0,U,Cắt chữ U (U-profile)
Black Basalt Poolcovers 60306/3,0124/X112,BX6.1HON1-060030U6/3,"Pool surrounding,Window sill, covering","BAZAN XÁM, Đá bo hồ bơi-Mặt đốt, cạnh cưa, vạt mép 2mm, đáy cắt 6/3 cạnh bo tròn R=3 và hone (như bản vẽ)","Black Basalt Poolcovers
Top side honed, bottom sawn, heads sawn, front edge 6cm honed and up and down chamfered - back edges (3cm) also honed and up and down chamfered 2mm (as drawing)",60.0,30.0,6.0,208,4.0,37.44,U,Cắt chữ U (U-profile)
Black Basalt Right corner 100/703010/3,0124/X112,BX6.1DOX1-10030RC10/3,"Pool surrounding,Window sill, covering","BAZAN XÁM, Chữ U-Mặt và 2 cạnh dài đốt chải, các cạnh còn lại cưa, tất cả các cạnh vạt mép 2mm, cạnh phải cắt 100/70, đáy cắt 10/3","Black basalt Right corner
Top + front + back side flamed, other sawn cut, right corner cutting 45o like the picture.",100.0,30.0,10.0,60,3.0,18.0,C,Cắt vòng cung (arc / rounded)
Black Basalt Poolcovers 60306/3,0124/X112,BX6.1DOX1-060030T6/3,"Pool surrounding,Window sill, covering","BAZAN XÁM, Đá bo hồ bơi-Mặt đốt, cạnh cưa, vạt mép 2mm, đáy cắt 6/3 cạnh bo tròn R=3 và hone, cạnh trái cắt góc 45o (như bản vẽ 2 đính kèm)","Black basalt Poolcovers
Top side flamed, bottom sawn, heads sawn, front edge 6cm honed and up and down chamfered - back edges (3cm) also honed and up and down chamfered 2mm, left corner cutting 45o (as drawing no.2)",60.0,30.0,6.0,25,,4.5,T,Hình trụ (cylinder)
Black Basalt Left corner 100/703010/3,0124/X112,BX6.0DOC1-10030LC10/3,"Pool surrounding,Window sill, covering","BAZAN XÁM, Chữ U-Mặt và 2 cạnh dài đốt chải, các cạnh còn lại cưa, tất cả các cạnh vạt mép 2mm, cạnh trái cắt 100/70, đáy cắt 10/3","Black basalt Left corner
Top + front + back side flamed, other sawn cut, left corner cutting 45o like the picture",100.0,30.0,10.0,60,3.0,18.0,L,Cắt chữ L (L-shape)
Black Basalt Stepping 30-406 (64),21/N-X598/21,BX1.3DOX0-0300V30060,Exterior_Tiles,"BAZAN XÁM, Đá vành-Mặt đốt, xung quanh da đá tự nhiên, đáy cưa.","Black Basalt Stepping Stone Top face flamed burner, side face natural, under machine cut",35.0,35.0,6.0,128,2.0,15.68,V,Đá vành (ring/step stone)
Black Basalt Stepping 50-7050-703 (30),0422/U-X699/22,BX1.3CUA0-0700V50030,Exterior_Tiles,"BAZAN XÁM, Đá vành-Cưa 2 mặt",Black Basalt Stepping Stone Sawn both sides,60.0,60.0,3.0,120,4.0,43.2,V,Đá vành (ring/step stone)
Black Basalt Stepping 50-7050-703 (30),0222/U-X699/22,BX1.3CUA0-0700V50030,Exterior_Tiles,"BAZAN XÁM, Đá vành-Cưa 2 mặt",Black Basalt Stepping Stone Sawn both sides,60.0,60.0,3.0,870,29.0,313.2,V,Đá vành (ring/step stone)
Black Basalt Stepping 50-7050-703 (30),0122/U-X699/22,BX1.3CUA0-0700V50030,Exterior_Tiles,"BAZAN XÁM, Đá vành-Cưa 2 mặt",Black Basalt Stepping Stone Sawn both sides,60.0,60.0,3.0,120,4.0,43.2,V,Đá vành (ring/step stone)
Bluestone Roman Pattern 40402.5 (36),03/A-X19/22,MB7.1GCR0-0400400B025,Interior_Tiles,"BLUESTONE, Đá bộ-Giả cổ rung 2.5 cm",Bluestone Roman Pattern 2.5cm Vietnostyle,40.0,40.0,2.5,1116,,178.56,B,Đá bộ (stone set)
Black Basalt Stepping Stone 30-503,02/N-X598/22,BX1.0DOX0-0300V30030,Exterior_Tiles,"BAZAN XÁM, Đá vành-Mặt đốt, da đá tự nhiên, đáy cưa.","Black Basalt Stepping Stone
Top face flamed burner, side face natural, under machine cut",35.0,35.0,3.0,256,2.0,31.36,V,Đá vành (ring/step stone)
Bluestone Roman Pattern 60402.5 (18),03/A-X19/22,MB7.1GCR0-0600400B025,Interior_Tiles,"BLUESTONE, Đá lát-Giả cổ rung",Bluestone Roman Pattern 2.5cm Vietnostyle,60.0,40.0,2.5,558,,133.92,B,Đá bộ (stone set)
Bluestone Roman Pattern 19.539.72.5 (18),03/A-X19/22,MB7.1GCR0-0195397B025,Interior_Tiles,"BLUESTONE, Đá bộ-Giả cổ rung 2.5 cm",Bluestone Roman Pattern 2.5cm Vietnostyle,19.5,39.7,2.5,558,,43.2,B,Đá bộ (stone set)
Bluestone Roman Pattern 19.519.52.5 (36),03/A-X19/22,MB7.1GCR0-0195195B025,Interior_Tiles,"BLUESTONE, Đá bộ-Giả cổ rung 2.5 cm",Bluestone Roman Pattern 2.5cm Vietnostyle,19.5,19.5,2.5,1116,,42.44,B,Đá bộ (stone set)
Black Basalt Stepping 20-3040-504-6 (56),03-X09/23,BX1.3CTA0-0500V30060,Exterior_Tiles,"BAZAN XÁM, Đá vành-Tất cả các cạnh tự nhiên, không có vết nêm.",Black Basalt Stepping Stone All side natural split,45.0,25.0,5.0,112,2.0,12.6,V,Đá vành (ring/step stone)
Black Basalt Stepping 40404/6 (40),01-A-X09-23,BX1.3TDE3-0400V40050,Exterior_Tiles,"BAZAN XÁM, Đá vành-Mặt tẩy, cạnh chẻ tay, đáy cưa","Black Basalt Stepping Stone All side split/worked rough by hand, top trimmed smooth",40.0,40.0,5.0,40,1.0,6.4,V,Đá vành (ring/step stone)
