contract_product_name,contract_name,account_code,customer_regional_group,billing_country,stone_color_type,sku,application_code,application,application_vn,processing_code,processing_name,family,segment,created_date,fy_year,product_description,product_description_vn,length_cm,width_cm,height_cm,quantity,crates,m2,m3,ml,tons,sales_price,charge_unit,total_price_usd,price_m3,volume_m3,area_m2,specific_gravity,hs_coefficient
Absolute Basalt Stair 1503515 (6),10/A-X21.2/25,X21.2,Nhóm đầu 2,Germany,BD,BD4.1DOX0-1500350150,4.1,Stair / Step (Block),Đá bậc thang nguyên khối,DOX,Flamed Water,STAIR,Premium,2025-07-25,2025.0,"Absolute Basalt Stair All sides flamed & water jet finished, 2 long Edge beveled 5/5mm and all other edge beveled 3/3mm","BAZAN ĐEN, Bậc thang-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",150.0,35.0,15.0,24.0,4.0,12.6,1.89,36.0,5.58,78.54,USD/PC,1884.96,997.3333333333334,0.07875,0.525,2.95,1.0
Absolute Basalt Stair 503515 (10),10/A-X21.2/25,X21.2,Nhóm đầu 2,Germany,BD,BD4.1DOX0-0500350150,4.1,Stair / Step (Block),Đá bậc thang nguyên khối,DOX,Flamed Water,STAIR,Premium,2025-07-25,2025.0,"Absolute Basalt Stair All sides flamed & water jet finished, 2 long Edge beveled 5/5mm and all other edge beveled 3/3mm","BAZAN ĐEN, Bậc thang-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",50.0,35.0,15.0,50.0,5.0,8.75,1.31,25.0,3.86,22.31,USD/PC,1115.5,851.5267175572519,0.02625,0.175,2.95,1.0
Absolute Basalt Stair 1003515 (8),10/A-X21.2/25,X21.2,Nhóm đầu 2,Germany,BD,BD4.1DOX0-1000350150,4.1,Stair / Step (Block),Đá bậc thang nguyên khối,DOX,Flamed Water,STAIR,Premium,2025-07-25,2025.0,"Extreme Basalt Stair All sides flamed & water jet finished, 2 long Edge beveled 5/5mm and all other edge beveled 3/3mm","BAZAN ĐEN, Bậc thang-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",100.0,35.0,15.0,64.0,8.0,22.4,3.36,64.0,9.91,55.44,USD/PC,3548.16,1056.0,0.0525,0.35,2.95,1.0
Absolute Basalt Paving 35156 (128),10/A-X21.2/25,X21.2,Nhóm đầu 2,Germany,BD,BD1.3DOX1-0350150060,1.3,Paving stone / Paving slab,Đá lát ngoài trời,DOX,Flamed Water,Exterior_Tiles,Common,2025-07-25,2025.0,"Absolute Black Basalt Paving Top side flamed, waterjet finished, sawn edges & chamfered","BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm",35.0,15.0,6.0,384.0,3.0,20.16,1.21,134.4,3.57,38.2,USD/M2,770.11,636.4545454545455,0.00315,0.0525,2.95,1.0
Absolute Basalt Tiles 60403 (34),10/A-X21.2/25,X21.2,Nhóm đầu 2,Germany,BD,BD7.1DOX1-0600400030,7.1,Other (7.1),Khác (7.1),DOX,Flamed Water,Interior_Tiles,Premium,2025-07-25,2025.0,Absolute Basalt Tiles  Surface flamed - waterjet finished and top edges chamfered,"BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm/45o",60.0,40.0,3.0,204.0,6.0,48.96,1.47,122.4,4.34,26.2,USD/M2,1282.75,872.6190476190476,0.0072,0.24,2.95,1.0
Bluestone Paving 20104 (500),08/A-X45/25,X45,Nhóm đầu 4,Ireland,MB,MB1.2GCR0-0200100040,1.2,Other (1.2),Khác (1.2),GCR,Vibrated Honed Tumbled,Exterior_Tiles,Common,2025-07-16,2025.0,Blue Limestone Paving  Honed + tumbled,"BLUESTONE, Đá lát-Giả cổ rung",20.0,10.0,4.0,6945.0,15.0,138.9,5.56,1389.0,15.0,21.8,USD/M2,3028.02,544.6079136690648,0.0008,0.02,2.7,1.0
Bluestone Cobbles 20102 (900),08/A-X45/25,X45,Nhóm đầu 4,Ireland,MB,MB1.2GCR0-0200100020,1.2,Other (1.2),Khác (1.2),GCR,Vibrated Honed Tumbled,Exterior_Tiles,Common,2025-07-15,2025.0,Blue Limestone Cobbles  Honed + tumbled,"BLUESTONE, Đá lát-Giả cổ rung",20.0,10.0,2.0,10800.0,12.0,216.0,4.32,2160.0,11.66,14.8,USD/M2,3196.8,740.0,0.0004,0.02,2.7,1.0
Absolute Basalt Tiles 80403 (34),03A-X27/25,X27,Nhóm đầu 2,Germany,BD,BD7.1DOX1-0800400030,7.1,Other (7.1),Khác (7.1),DOX,Flamed Water,Interior_Tiles,Premium,2025-07-11,2025.0,"Absolute Basalt Tiles Top flamed and water jet finished, other sides sawn, edges with chamfered 2/2mm.","BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm",80.0,40.0,3.0,374.0,11.0,119.68,3.59,299.2,10.59,28.0,USD/M2,3351.04,933.4373259052925,0.0096,0.32,2.95,1.0
Absolute Basalt Cubic 10108 (700),03A-X27/25,X27,Nhóm đầu 2,Germany,BD,BD1.1DOX3-0100100080,1.1,Cubes / Cobbles,Cubic (Đá vuông),DOX,Flamed Water,Exterior_Tiles,Common,2025-07-11,2025.0,"Absolute Black Basalt Cobble  Top sides flamed and waterjet, 4  sides split & bottom sawn","BAZAN ĐEN, Cubic-Mặt trên đốt xịt nước, 4 cạnh chẻ tay tự nhiên, đáy cưa.",10.0,10.0,8.0,1400.0,2.0,14.0,1.12,140.0,2.97,210.92,USD/TON,626.43,559.3124999999999,0.0008,0.01,2.95,0.9
Absolute Basalt Stair 1503515 (6),03A-X27/25,X27,Nhóm đầu 2,Germany,BD,BD4.1DOX0-1500350150,4.1,Stair / Step (Block),Đá bậc thang nguyên khối,DOX,Flamed Water,STAIR,Premium,2025-07-11,2025.0,"Absolute Basalt Stair All sides flamed & water jet finished, 2 long Edge beveled 5/5mm and all other edge beveled 3/3mm","BAZAN ĐEN, Bậc thang-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",150.0,35.0,15.0,18.0,3.0,9.45,1.42,27.0,4.18,86.63,USD/PC,1559.34,1098.1267605633802,0.07875,0.525,2.95,1.0
Absolute Basalt Tiles 60403 (34),03A-X27/25,X27,Nhóm đầu 2,Germany,BD,BD7.1DOX1-0600400030,7.1,Other (7.1),Khác (7.1),DOX,Flamed Water,Interior_Tiles,Premium,2025-07-11,2025.0,Absolute Basalt Tiles  Surface flamed - waterjet finished and top edges chamfered,"BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm/45o",60.0,40.0,3.0,476.0,7.0,114.24,3.43,285.6,10.11,26.0,USD/M2,2970.24,865.9591836734693,0.0072,0.24,2.95,1.0
Bluestone Tiles 30302.5 (160),04/X369/25,X36,Nhóm đầu 3,France,MB,MB1.2QME0-0300300025,1.2,Other (1.2),Khác (1.2),QME,Tumbled,Exterior_Tiles,Common,2025-07-11,2025.0,Bluestone Tiles  Premium tumbled,"BLUESTONE, Đá lát-Quay mẻ.",30.0,30.0,2.5,2240.0,14.0,201.6,5.04,672.0,13.61,13.2,USD/M2,2661.12,528.0,0.00225,0.09,2.7,1.0
Bluestone Tiles 15152 (800),04/X369/25,X36,Nhóm đầu 3,France,MB,MB1.2QME0-0150150020,1.2,Other (1.2),Khác (1.2),QME,Tumbled,Exterior_Tiles,Common,2025-07-11,2025.0,Bluestone Tiles Tumbled,"BLUESTONE, Đá lát-Quay mẻ",15.0,15.0,2.0,11200.0,14.0,252.0,5.04,1680.0,13.61,10.92,USD/M2,2751.84,546.0,0.00045,0.0225,2.7,1.0
Bluestone Paving 2484 (450),08A-X45-25,X45,Nhóm đầu 4,Ireland,MB,MB1.2GCR0-0240080040,1.2,Other (1.2),Khác (1.2),GCR,Vibrated Honed Tumbled,Exterior_Tiles,Common,2025-07-10,2025.0,Blue limestone paving  Honed + tumbled,"BLUESTONE, Đá lát-Giả cổ rung",24.0,8.0,4.0,13050.0,29.0,250.56,10.02,3132.0,27.06,21.8,USD/M2,5462.21,545.1307385229542,0.000768,0.0192,2.7,1.0
Bluestone Paving 20104 (500),08A-X45-25,X45,Nhóm đầu 4,Ireland,MB,MB1.2GCR0-0200100040,1.2,Other (1.2),Khác (1.2),GCR,Vibrated Honed Tumbled,Exterior_Tiles,Common,2025-07-10,2025.0,Blue Limestone Paving  Honed + tumbled,"BLUESTONE, Đá lát-Giả cổ rung",20.0,10.0,4.0,12501.0,27.0,250.02,10.0,2500.2,27.0,21.8,USD/M2,5450.44,545.044,0.0008,0.02,2.7,1.0
Bluestone Tiles 60403 (34),08A-X45-25,X45,Nhóm đầu 4,Ireland,MB,MB7.1DOC0-0600400030,7.1,Other (7.1),Khác (7.1),DOC,Flamed Brush,Interior_Tiles,Common,2025-07-10,2025.0,Blue Limestone Paving - Flamed + slightly brushed,"BLUESTONE, Đá lát-Đốt chải.",60.0,40.0,3.0,1428.0,21.0,342.72,10.28,856.8,27.76,23.6,USD/M2,8088.19,786.7889105058366,0.0072,0.24,2.7,1.0
Bluestone Tiles 60302 (100),08A-X45-25,X45,Nhóm đầu 4,Ireland,MB,MB7.1GCR0-0600300020,7.1,Other (7.1),Khác (7.1),GCR,Vibrated Honed Tumbled,Interior_Tiles,Premium,2025-07-10,2025.0,Bluestone Tiles - Vietnostyle,"BLUESTONE, Đá lát-Giả cổ rung",60.0,30.0,2.0,2800.0,28.0,504.0,10.08,1680.0,27.22,18.2,USD/M2,9172.8,909.9999999999999,0.0036,0.18,2.7,1.0
Absolute Basalt Tiles 20103 (660),07A-X45-25,X45,Nhóm đầu 4,Ireland,BD,BD7.1DOX1-0200100030,7.1,Other (7.1),Khác (7.1),DOX,Flamed Water,Interior_Tiles,Premium,2025-07-10,2025.0,"Absolute Black Basalt Tiles Surface flamed and water jet, sawn edges & chamfered","BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép chống mẻ.",20.0,10.0,3.0,9000.0,15.0,180.0,5.4,1800.0,15.93,24.2,USD/M2,4356.0,806.6666666666666,0.0006,0.02,2.95,1.0
Absolute Basalt Tiles 20102 (900),07A-X45-25,X45,Nhóm đầu 4,Ireland,BD,BD7.1DOX1-0200100020,7.1,Other (7.1),Khác (7.1),DOX,Flamed Water,Interior_Tiles,Premium,2025-07-10,2025.0,"Absolute Black Basalt Tiles Surface flamed and water jet, sawn edges & chamfered","BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm/45o",20.0,10.0,2.0,9900.0,11.0,198.0,3.96,1980.0,11.68,24.2,USD/M2,4791.6,1210.0,0.0004,0.02,2.95,1.0
Absolute Basalt Cubic 10108 (700),02A-X27/25 (PO 250786),X27,Nhóm đầu 2,Germany,BD,BD1.1DOX3-0100100080,1.1,Cubes / Cobbles,Cubic (Đá vuông),DOX,Flamed Water,Exterior_Tiles,Common,2025-07-07,2025.0,"Absolute Black Basalt Cobble  Top sides flamed and waterjet, 4  sides split & bottom sawn","BAZAN ĐEN, Cubic-Mặt trên đốt xịt nước, 4 cạnh chẻ tay tự nhiên, đáy cưa.",10.0,10.0,8.0,13300.0,19.0,133.0,10.64,1330.0,28.25,210.92,USD/TON,5958.49,560.0084586466165,0.0008,0.01,2.95,0.9
Black Basalt Cubic 10108 (700) M2,12/A-X399/25,X39,Nhóm đầu 3,France,BX,BX1.1CTA0-0100100080,1.1,Cubes / Cobbles,Cubic (Đá vuông),CTA,Split Handmade,Exterior_Tiles,Economy,2025-07-03,2025.0,Black Basalt Cubes   All side handmade,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",10.0,10.0,8.0,10500.0,15.0,105.0,8.4,1050.0,20.03,26.4,USD/M2,2772.0,330.0,0.0008,0.01,2.65,0.875
Absolute Basalt Stair 1003515 (8),04/A-X269/25,X26,Nhóm đầu 2,Germany,BD,BD4.1DOX0-1000350150,4.1,Stair / Step (Block),Đá bậc thang nguyên khối,DOX,Flamed Water,STAIR,Premium,2025-07-03,2025.0,"Extreme Basalt Stair All sides flamed & water jet finished, 2 long Edge beveled 5/5mm and all other edge beveled 3/3mm","BAZAN ĐEN, Bậc thang-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",100.0,35.0,15.0,40.0,4.0,14.0,2.1,40.0,6.2,52.24,USD/PC,2089.6,995.0476190476189,0.0525,0.35,2.95,1.0
Absolute Basalt Tiles 60406,04/A-X269/25,X26,Nhóm đầu 2,Germany,BD,BD7.1DOX1-0600400060,7.1,Other (7.1),Khác (7.1),DOX,Flamed Water,Interior_Tiles,Premium,2025-07-03,2025.0,Absolute Basalt Tiles  Surface flamed - waterjet finished and top edges chamfered,"BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm/45o",60.0,40.0,6.0,142.0,4.0,34.08,2.04,85.2,6.02,58.6,USD/M2,1997.09,978.9656862745097,0.0144,0.24,2.95,1.0
Absolute Basalt Tiles 90603 (20),04/A-X269/25,X26,Nhóm đầu 2,Germany,BD,BD7.2DOX1-0900600030,7.2,Tile / Paver,"Đá lát, cắt quy cách",DOX,Flamed Water,Interior_Tiles,Premium,2025-07-03,2025.0,"Absolute Black Basalt Tiles  Surface flamed and water jet, sawn edges & chamfered","BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm.",90.0,60.0,3.0,125.0,5.0,67.5,2.03,112.5,5.97,34.8,USD/M2,2349.0,1157.1428571428573,0.0162,0.54,2.95,1.0
Absolute Basalt Tiles 60403 (34),04/A-X269/25,X26,Nhóm đầu 2,Germany,BD,BD7.1DOX1-0600400030,7.1,Other (7.1),Khác (7.1),DOX,Flamed Water,Interior_Tiles,Premium,2025-07-03,2025.0,Absolute Basalt Tiles  Surface flamed - waterjet finished and top edges chamfered,"BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm/45o",60.0,40.0,3.0,340.0,5.0,81.6,2.45,204.0,7.22,26.2,USD/M2,2137.92,872.6204081632653,0.0072,0.24,2.95,1.0
Black Basalt Palisade 901212 (32),12/A-X399/25,X39,Nhóm đầu 3,France,BX,BX3.1CTA0-0900120120,3.1,Palisades,Đá cây,CTA,Split Handmade,PALISADE,Common,2025-07-03,2025.0,Black Basalt Cubes Hand made,"BAZAN XÁM, Đá cây-Cưa lột",90.0,12.0,12.0,128.0,4.0,13.82,1.66,115.2,4.48,6.96,USD/PC,890.88,536.6746987951808,0.01296,0.108,2.7,1.0
Black Basalt Palisade 401212 (90),12/A-X399/25,X39,Nhóm đầu 3,France,BX,BX3.1CTA0-0400120120,3.1,Palisades,Đá cây,CTA,Split Handmade,PALISADE,Common,2025-07-03,2025.0,Black Basalt Palisades Hand made,"BAZAN XÁM, Đá cây-Chẻ tay tự nhiên",40.0,12.0,12.0,90.0,1.0,4.32,0.52,36.0,1.4,2.78,USD/PC,250.2,481.15384615384613,0.00576,0.048,2.7,1.0
Black Basalt Palisade 251212 (128),12/A-X399/25,X39,Nhóm đầu 3,France,BX,BX3.1CTA0-0250120120,3.1,Palisades,Đá cây,CTA,Split Handmade,PALISADE,Common,2025-07-03,2025.0,Black Basalt Palisades Hand made,"BAZAN XÁM, Đá cây-Chẻ tay tự nhiên",25.0,12.0,12.0,256.0,2.0,7.68,0.92,64.0,2.48,1.62,USD/PC,414.72,450.7826086956522,0.0036,0.03,2.7,1.0
Black Basalt Cubic 10108 (700) TON,01A-X27/25,X27,Nhóm đầu 2,Germany,BX,BX1.1CTA9-0100100080,1.1,Cubes / Cobbles,Cubic (Đá vuông),CTA,Split Handmade,Exterior_Tiles,Economy,2025-06-24,2025.0,Black Basalt Cubic Hand split (Packing in wooden crate),"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",10.0,10.0,8.0,14700.0,21.0,147.0,11.76,1470.0,28.05,123.13,USD/TON,3453.8,293.6904761904762,0.0008,0.01,2.65,0.9
Bluestone Tiles 60302 (100),06/A-X45/25,X45,Nhóm đầu 4,Ireland,MB,MB7.1GCR0-0600300020,7.1,Other (7.1),Khác (7.1),GCR,Vibrated Honed Tumbled,Interior_Tiles,Premium,2025-06-19,2025.0,Bluestone Tiles - Vietnostyle,"BLUESTONE, Đá lát-Giả cổ rung",60.0,30.0,2.0,2800.0,28.0,504.0,10.08,1680.0,27.22,18.2,USD/M2,9172.8,909.9999999999999,0.0036,0.18,2.7,1.0
Black Basalt Palisade 751212 (45),02-X11.3-25 (Order: IRC25-0126),X11.3,Nhóm đầu 1,Netherlands,BX,BX3.1CLO0-0750120120,3.1,Palisades,Đá cây,CLO,Sawn then Cleaved,PALISADE,Common,2025-06-18,2025.0,Black Basalt Palisade All sides sawn + pineappled,"BAZAN XÁM, Đá cây-6 mặt cưa lột tay",75.0,12.0,12.0,450.0,10.0,40.5,4.86,337.5,13.12,5.32,USD/PC,2394.0,492.59259259259255,0.0108,0.09,2.7,1.0
Black Basalt Palisade 501212 (72),02-X11.3-25 (Order: IRC25-0126),X11.3,Nhóm đầu 1,Netherlands,BX,BX3.1CLO0-0500120120,3.1,Palisades,Đá cây,CLO,Sawn then Cleaved,PALISADE,Common,2025-06-18,2025.0,Black Basalt Palisade All sides sawn + pineappled,"BAZAN XÁM, Đá cây-6 mặt cưa lột tay",50.0,12.0,12.0,144.0,2.0,8.64,1.04,72.0,2.8,3.28,USD/PC,472.32,454.15384615384613,0.0072,0.06,2.7,1.0
Black Basalt Palisades 301212 (120),02-X11.3-25 (Order: IRC25-0126),X11.3,Nhóm đầu 1,Netherlands,BX,BX3.1CLO0-0300120120,3.1,Palisades,Đá cây,CLO,Sawn then Cleaved,PALISADE,Common,2025-06-18,2025.0,Black Basalt Palisades All sides sawn then split,"BAZAN XÁM, Đá cây-Cưa lột tay.",30.0,12.0,12.0,360.0,3.0,12.96,1.56,108.0,4.2,1.78,USD/PC,640.8,410.7692307692307,0.00432,0.036,2.7,1.0
Black Basalt Palisade 100206 (30),02-X11.3-25 (Order: IRC25-0126),X11.3,Nhóm đầu 1,Netherlands,BX,BX3.1CLO0-1000200060,3.1,Palisades,Đá cây,CLO,Sawn then Cleaved,PALISADE,Common,2025-06-18,2025.0,Black Basalt Palisade All sides sawn + pineappled,"BAZAN XÁM, Đá cây-6 mặt cưa lột tay",100.0,20.0,6.0,750.0,25.0,150.0,9.0,750.0,24.3,8.21,USD/PC,6157.5,684.1666666666666,0.012,0.2,2.7,1.0
Black Basalt Cubic 14146-8,02-X11.3-25 (Order: IRC25-0126),X11.3,Nhóm đầu 1,Netherlands,BX,BX1.1CTA0-01401406-8,1.1,Cubes / Cobbles,Cubic (Đá vuông),CTA,Split Handmade,Exterior_Tiles,Economy,2025-06-18,2025.0,"Basalt cubes Natural split, loose container packing.","BAZAN XÁM, Cubic-Chẻ tay tự nhiên",14.0,14.0,8.0,11319.0,33.0,221.85,17.75,1584.66,42.33,140.16,USD/TON,5932.97,334.2518309859155,0.001568,0.0196,2.65,0.9
Absolute Basalt Copings 60353 (34),11/A-X399/25 (Order 22 033),X39,Nhóm đầu 3,France,BD,BD2.2DOX0-0600350030,2.2,Wall covering / Wall top,Đá ốp tường rào,DOX,Flamed Water,"Pool surrounding,Window sill, covering",Premium,2025-06-13,2025.0,"Extreme Basalt Copings   Top & 2 long sides flamed + water jet finished + 2 long drain drop, 4 long edges beveled 3/3mm","BAZAN ĐEN, Nắp tường rào-Mặt và 2 cạnh dài đốt xịt nước, 2 rãnh thoát nước dọc 2 cạnh dài 0.5x0.5cm, cách mép 1.5cm, rãnh cắt hết, vạt mép cạnh dài 3mm.",60.0,35.0,3.0,102.0,3.0,21.42,0.64,61.2,1.9,9.24,USD/PC,942.48,1472.625,0.0063,0.21,2.95,1.0
Absolute Basalt Copings 60303 (34),11/A-X399/25 (Order 22 033),X39,Nhóm đầu 3,France,BD,BD2.2DOX0-0600300030,2.2,Wall covering / Wall top,Đá ốp tường rào,DOX,Flamed Water,"Pool surrounding,Window sill, covering",Premium,2025-06-13,2025.0,"Extreme Basalt Covering Top + 2 long sides flamed + water jet finished, 2 drain drop, 4 long edges beveled 3/3mm","BAZAN ĐEN, Nắp tường rào-Mặt và 2 cạnh dài đốt xịt nước, 2 rãnh thoát nước dọc 2 cạnh dài, rãnh kích thước 0.5x0.5cm, cách mép 1.5cm, rãnh cắt hết, vạt mép cạnh dài 3mm.",60.0,30.0,3.0,272.0,8.0,48.96,1.47,163.2,4.33,7.56,USD/PC,2056.32,1398.857142857143,0.0054,0.18,2.95,1.0
Absolute Basalt Copings 100353 (30),11/A-X399/25 (Order 22 033),X39,Nhóm đầu 3,France,BD,BD2.2DOX4-1000350030,2.2,Wall covering / Wall top,Đá ốp tường rào,DOX,Flamed Water,"Pool surrounding,Window sill, covering",Super premium,2025-06-13,2025.0,"Extreme Basalt Copings  Top flamed + water jet finished, 2 long sides honed with 2 drain drop, 4 long edges beveled 3/3mm","BAZAN ĐEN, Nắp tường rào-Mặt đốt xịt nước, hai cạnh dài hon, 2 rãnh thoát nước dọc 2 cạnh dài 0.5x0.5cm cách mép 1.5cm, rãnh cắt hết, vạt mép cạnh dài 3mm/45o",100.0,35.0,3.0,60.0,2.0,21.0,0.63,60.0,1.86,17.33,USD/PC,1039.8,1650.4761904761904,0.0105,0.35,2.95,1.0
Absolute Basalt Copings 100404 (25),11/A-X399/25 (Order 22 033),X39,Nhóm đầu 3,France,BD,BD2.2DOX4-1000400040,2.2,Wall covering / Wall top,Đá ốp tường rào,DOX,Flamed Water,"Pool surrounding,Window sill, covering",Super premium,2025-06-13,2025.0,"Extreme Basalt Copings Top flamed + water jet finished, 2 long sides honed with 2 drain drop, 4 long edges beveled 3/3mm","BAZAN ĐEN, Nắp tường rào-Mặt đốt xịt nước, hai cạnh dài hon, 2 rãnh thoát nước dọc 2 cạnh dài 0.5x0.5cm cách mép 1.5cm, rãnh cắt hết, vạt mép cạnh  dài 3mm.",100.0,40.0,4.0,25.0,1.0,10.0,0.4,25.0,1.18,24.32,USD/PC,608.0,1520.0,0.016,0.4,2.95,1.0
Absolute Basalt Copings 100354 (25),11/A-X399/25 (Order 22 033),X39,Nhóm đầu 3,France,BD,BD2.2DOX4-1000350040,2.2,Wall covering / Wall top,Đá ốp tường rào,DOX,Flamed Water,"Pool surrounding,Window sill, covering",Super premium,2025-06-13,2025.0,"Extreme Basalt Copings Top flamed + WJ, 2 long sides honed with 2 drain drop, 4 long edges beveled 3/3mm","BAZAN ĐEN, Nắp tường rào-Mặt đốt xịt nước, hai cạnh dài hon, 2 rãnh thoát nước dọc 2 cạnh dài 0.5x0.5cm cách mép 1.5cm, rãnh cắt hết, vạt mép cạnh  dài 3mm.",100.0,35.0,4.0,50.0,2.0,17.5,0.7,50.0,2.07,21.28,USD/PC,1064.0,1520.0,0.014,0.35,2.95,1.0
Absolute Basalt Copings 100304 (25),11/A-X399/25 (Order 22 033),X39,Nhóm đầu 3,France,BD,BD2.2DOX4-1000300040,2.2,Wall covering / Wall top,Đá ốp tường rào,DOX,Flamed Water,"Pool surrounding,Window sill, covering",Super premium,2025-06-13,2025.0,"Extreme Basalt Copings  Top flamed + water jet finished, 2 long sides honed with 2 drain drop, 4 long edges beveled 3/3mm","BAZAN ĐEN, Nắp tường rào-Mặt đốt xịt nước, hai cạnh dài hon, 2 rãnh thoát nước dọc 2 cạnh dài 0.5x0.5cm cách mép 1.5cm, rãnh cắt hết, vạt mép cạnh dài 3mm.",100.0,30.0,4.0,75.0,3.0,22.5,0.9,75.0,2.66,18.24,USD/PC,1368.0,1520.0,0.012,0.3,2.95,1.0
Absolute Basalt Risers 15014.53 (44),11/A-X399/25 (Order 22 033),X39,Nhóm đầu 3,France,BD,BD4.1HON1-1500140030,4.1,Stair / Step (Block),Đá bậc thang nguyên khối,HON,Honed,STAIR,Premium,2025-06-13,2025.0,Extreme Basalt Risers  surface honed sides sawn,"BASAN ĐEN, Ốp bậc thang-Mặt honed, các cạnh còn lại cưa, vạt mép 3mm.",150.0,14.5,3.0,88.0,2.0,19.14,0.57,132.0,1.69,8.7,USD/PC,765.6,1343.1578947368423,0.006525,0.2175,2.95,1.0
Absolute Basalt Riser 12014.53 (50),11/A-X399/25 (Order 22 033),X39,Nhóm đầu 3,France,BD,BD4.1HON1-1200140030,4.1,Stair / Step (Block),Đá bậc thang nguyên khối,HON,Honed,STAIR,Premium,2025-06-13,2025.0,"Extreme Basalt Risers Surface honed, sides sawn","BAZAN ĐEN, Ốp bậc thang-Mặt honed, các cạnh còn lại cưa, vạt mép 3mm.",120.0,14.5,3.0,50.0,1.0,8.7,0.26,60.0,0.77,6.61,USD/PC,330.5,1271.1538461538462,0.00522,0.174,2.95,1.0
Absolute Basalt Risers 150353 (22),11/A-X399/25 (Order 22 033),X39,Nhóm đầu 3,France,BD,BD4.1DOX4-1500350030,4.1,Stair / Step (Block),Đá bậc thang nguyên khối,DOX,Flamed Water,STAIR,Super premium,2025-06-13,2025.0,"Extreme Basalt Risers Top flamed, water jet finished, 1 long side honed with 2 edges beveled 3/3mm","BAZAN ĐEN, Ốp bậc thang-Mặt đốt xịt nước, 1 cạnh dài hon, mép trên và dưới của cạnh hon vạt 3mm/45o",150.0,35.0,3.0,44.0,2.0,23.1,0.69,66.0,2.04,26.2,USD/PC,1152.8,1670.7246376811595,0.01575,0.525,2.95,1.0
Absolute Basalt Cubic 10106 (900),11/A-X399/25 (Order 22 033),X39,Nhóm đầu 3,France,BD,BD1.1DOX3-0100100060,1.1,Cubes / Cobbles,Cubic (Đá vuông),DOX,Flamed Water,Exterior_Tiles,Common,2025-06-13,2025.0,"Extreme Basalt Paving  Top flamed + water jet finished, 4 sides split, bottom sawn","BAZAN ĐEN, Cubic-Mặt đốt xịt nước, cạnh chẻ tay, đáy cưa.",10.0,10.0,6.0,9000.0,10.0,90.0,5.4,900.0,15.93,35.7,USD/M2,3213.0,595.0,0.0006,0.01,2.95,1.0
Absolute Basalt Palisade 100258 (20),11/A-X399/25 (Order 22 033),X39,Nhóm đầu 3,France,BD,BD3.1DOX0-1000250080,3.1,Palisades,Đá cây,DOX,Flamed Water,PALISADE,Premium,2025-06-13,2025.0,Extreme Basalt Palisades All sides flamed + water jet finished All edge beveled,"BAZAN ĐEN, Đá cây-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",100.0,25.0,8.0,80.0,4.0,20.0,1.6,80.0,4.72,19.54,USD/PC,1563.2,977.0,0.02,0.25,2.95,1.0
Absolute Basalt Palisade 50258 (48),11/A-X399/25 (Order 22 033),X39,Nhóm đầu 3,France,BD,BD3.1DOX0-0500250080,3.1,Palisades,Đá cây,DOX,Flamed Water,PALISADE,Premium,2025-06-13,2025.0,"Absolute Basalt Palisade  All sides flamed, waterjet finished and all edges beveled","BAZAN ĐEN, Đá cây-6 mặt đốt xịt nước, vạt mép 4mm.",50.0,25.0,8.0,96.0,2.0,12.0,0.96,48.0,2.83,8.75,USD/PC,840.0,875.0,0.01,0.125,2.95,1.0
Absolute Basalt Border 60206 (48),11/A-X399/25 (Order 22 033),X39,Nhóm đầu 3,France,BD,BD3.2DOX0-0600200060,3.2,Border / Kerbs,Đá bó vỉa hè loại thẳng,DOX,Flamed Water,PALISADE,Premium,2025-06-13,2025.0,"Extreme Basalt Border  All sides flamed + water jet, all edges beveled 3/3mm","BAZAN ĐEN, Đá cây-Tất cả các mặt đốt xịt nước, vạt mép 3mm/45o.",60.0,20.0,6.0,96.0,2.0,11.52,0.69,57.6,2.04,6.48,USD/PC,622.08,901.5652173913045,0.0072,0.12,2.95,1.0
