contract_product_name,contract_name,account_code,customer_regional_group,billing_country,stone_color_type,sku,application_code,application,application_vn,processing_code,processing_name,family,segment,created_date,fy_year,product_description,product_description_vn,length_cm,width_cm,height_cm,quantity,crates,m2,m3,ml,tons,sales_price,charge_unit,total_price_usd,price_m3,volume_m3,area_m2,specific_gravity,hs_coefficient
Black Basalt Palisade 1002510 (20),02/A-X27/21,X27,Nhóm đầu 2,Germany,BX,BX3.1CLO0-1000250100,3.1,Palisades,Đá cây,CLO,Sawn then Cleaved,PALISADE,Common,2023-10-25,2023.0,Black Basalt Palisade  All sides sawn and middle  picked (All sides sawn + pineappled),"BAZAN XÁM, Đá cây-6 mặt cưa lột tay",100.0,25.0,10.0,260.0,13.0,65.0,6.5,260.0,17.55,12.0,USD/PC,3120.0,480.0,0.025,0.25,2.7,1.0
Absolute Basalt Stair 1203515 (8),02/A-X27/21,X27,Nhóm đầu 2,Germany,BD,BD4.1DOX0-1200350150,4.1,Stair / Step (Block),Đá bậc thang nguyên khối,DOX,Flamed Water,STAIR,Premium,2023-10-25,2023.0,"Extreme Basalt Stair All sides flamed & water jet finished, 2 long Edge beveled 5/5mm and all other edge beveled 3/3mm","BAZAN ĐEN, Bậc thang-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",120.0,35.0,15.0,112.0,,47.04,7.06,134.4,20.82,58.87,USD/PC,6593.44,933.915014164306,0.063,0.42,2.95,1.0
Absolute Basalt Stair 1003515 (8),02/A-X27/21,X27,Nhóm đầu 2,Germany,BD,BD4.1DOX0-1000350150,4.1,Stair / Step (Block),Đá bậc thang nguyên khối,DOX,Flamed Water,STAIR,Premium,2023-10-25,2023.0,"Extreme Basalt Stair All sides flamed & water jet finished, 2 long Edge beveled 5/5mm and all other edge beveled 3/3mm","BAZAN ĐEN, Bậc thang-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",100.0,35.0,15.0,120.0,,42.0,6.3,120.0,18.59,49.06,USD/PC,5887.2,934.4761904761905,0.0525,0.35,2.95,1.0
Absolute Basalt Stair 803515 (10),02/A-X27/21,X27,Nhóm đầu 2,Germany,BD,BD4.1DOX0-0800350150,4.1,Stair / Step (Block),Đá bậc thang nguyên khối,DOX,Flamed Water,STAIR,Premium,2023-10-25,2023.0,"Absolute Basalt Stair All sides flamed & water jet finished, 2 long Edge beveled 5/5mm and all other edge beveled 3/3mm","BAZAN ĐEN, Bậc thang-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",80.0,35.0,15.0,36.0,,10.08,1.51,28.8,4.46,39.25,USD/PC,1413.0,935.7615894039735,0.042,0.28,2.95,1.0
Absolute Basalt Palisade 120356 (20),02/A-X27/21,X27,Nhóm đầu 2,Germany,BD,BD3..1DOX0-12003500060,3..,Other (3..),Khác (3..),DOX,Flamed Water,Exterior_Tiles,Premium,2023-10-25,2023.0,"Absolute Basalt Palisade  All sides flamed, waterjet finished and all edges beveled","BAZAN ĐEN, Đá lát-6 mặt đốt xịt nước, vạt mép 3mm",120.0,35.0,6.0,120.0,,50.4,3.02,144.0,8.92,27.72,USD/PC,3326.4,1101.4569536423842,0.0252,0.42,2.95,1.0
Absolute Basalt Tiles 60403 (34),02/A-X27/21,X27,Nhóm đầu 2,Germany,BD,BD7.1DOX1-0600400030,7.1,Other (7.1),Khác (7.1),DOX,Flamed Water,Interior_Tiles,Premium,2023-10-25,2023.0,Absolute Basalt Tiles  Surface flamed - waterjet finished and top edges chamfered,"BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm/45o",60.0,40.0,3.0,1428.0,,342.72,10.28,856.8,30.33,25.2,USD/M2,8636.54,840.1303501945526,0.0072,0.24,2.95,1.0
Black Basalt Cubic 10108 (700) M2,02/A-X27/21,X27,Nhóm đầu 2,Germany,BX,BX1.1CTA0-0100100080,1.1,Cubes / Cobbles,Cubic (Đá vuông),CTA,Split Handmade,Exterior_Tiles,Economy,2023-10-25,2023.0,Black Basalt Cubes   All side handmade,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",10.0,10.0,8.0,61600.0,,616.0,49.28,6160.0,117.53,106.55,USD/TON,12522.82,254.11566558441558,0.0008,0.01,2.65,0.875
Absolute Basalt Stair 1203515 (8),01/A-X27/21,X27,Nhóm đầu 2,Germany,BD,BD4.1DOX0-1200350150,4.1,Stair / Step (Block),Đá bậc thang nguyên khối,DOX,Flamed Water,STAIR,Premium,2023-10-25,2023.0,"Extreme Basalt Stair All sides flamed & water jet finished, 2 long Edge beveled 5/5mm and all other edge beveled 3/3mm","BAZAN ĐEN, Bậc thang-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",120.0,35.0,15.0,80.0,10.0,33.6,5.04,96.0,14.87,58.87,USD/PC,4709.6,934.4444444444445,0.063,0.42,2.95,1.0
Absolute Basalt Stair 1003515 (8),01/A-X27/21,X27,Nhóm đầu 2,Germany,BD,BD4.1DOX0-1000350150,4.1,Stair / Step (Block),Đá bậc thang nguyên khối,DOX,Flamed Water,STAIR,Premium,2023-10-25,2023.0,"Extreme Basalt Stair All sides flamed & water jet finished, 2 long Edge beveled 5/5mm and all other edge beveled 3/3mm","BAZAN ĐEN, Bậc thang-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",100.0,35.0,15.0,60.0,6.0,21.0,3.15,60.0,9.29,49.06,USD/PC,2943.6,934.4761904761905,0.0525,0.35,2.95,1.0
Absolute Basalt Palisade 120356 (20),01/A-X27/21,X27,Nhóm đầu 2,Germany,BD,BD3..1DOX0-12003500060,3..,Other (3..),Khác (3..),DOX,Flamed Water,Exterior_Tiles,Premium,2023-10-25,2023.0,"Absolute Basalt Palisade  All sides flamed, waterjet finished and all edges beveled","BAZAN ĐEN, Đá lát-6 mặt đốt xịt nước, vạt mép 3mm",120.0,35.0,6.0,120.0,6.0,50.4,3.02,144.0,8.92,27.72,USD/PC,3326.4,1101.4569536423842,0.0252,0.42,2.95,1.0
Absolute Basalt Tiles 90603 (20),01/A-X27/21,X27,Nhóm đầu 2,Germany,BD,BD7.2DOX1-0900600030,7.2,Tile / Paver,"Đá lát, cắt quy cách",DOX,Flamed Water,Interior_Tiles,Premium,2023-10-25,2023.0,"Absolute Black Basalt Tiles  Surface flamed and water jet, sawn edges & chamfered","BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm.",90.0,60.0,3.0,440.0,22.0,237.6,7.13,396.0,21.03,34.0,USD/M2,8078.4,1133.015427769986,0.0162,0.54,2.95,1.0
Absolute Basalt Tiles 80403 (34),01/A-X27/21,X27,Nhóm đầu 2,Germany,BD,BD7.1DOX1-0800400030,7.1,Other (7.1),Khác (7.1),DOX,Flamed Water,Interior_Tiles,Premium,2023-10-25,2023.0,"Absolute Basalt Tiles Top flamed and water jet finished, other sides sawn, edges with chamfered 2/2mm.","BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm",80.0,40.0,3.0,986.0,29.0,315.52,9.47,788.8,27.92,26.49,USD/M2,8358.12,882.5892291446673,0.0096,0.32,2.95,1.0
Absolute Basalt Tiles 60403 (34),01/A-X27/21,X27,Nhóm đầu 2,Germany,BD,BD7.1DOX1-0600400030,7.1,Other (7.1),Khác (7.1),DOX,Flamed Water,Interior_Tiles,Premium,2023-10-25,2023.0,Absolute Basalt Tiles  Surface flamed - waterjet finished and top edges chamfered,"BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm/45o",60.0,40.0,3.0,1292.0,19.0,310.08,9.3,775.2,27.44,25.2,USD/M2,7814.02,840.2172043010753,0.0072,0.24,2.95,1.0
Absolute Basalt Slab 200703 (10),11/A-X21.2/21,X21.2,Nhóm đầu 2,Germany,BD,BD9.1DOX0-1900800030,9.1,Slab,Đá slab kích thước khổ lớn,DOX,Flamed Water,SLAB,Super premium,,,Absolute Basalt Slabs - Top flamed and water jet finished,"BAZAN ĐEN, Đá tấm-Đốt xịt nước",200.0,70.0,3.0,10.0,1.0,14.0,0.42,20.0,1.35,45.0,USD/M2,630.0,1500.0,0.042,1.4,2.95,1.0
Absolute Basalt Tiles 70303 (30),03/A-X27/22,X27,Nhóm đầu 2,Germany,BD,BD7.1DOX1-0400300030,7.1,Other (7.1),Khác (7.1),DOX,Flamed Water,Interior_Tiles,Premium,,,"Absolute Black Basalt Slabs  Topside sawn and flamed and brushed, rest sawn, edges with chamfered 2/2mm","BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa",70.0,30.0,3.0,30.0,3.0,6.3,0.19,21.0,0.56,26.5,USD/M2,166.95,878.6842105263157,0.0063,0.21,2.95,1.0
Absolute Basalt Tiles 55303 (30),03/A-X27/22,X27,Nhóm đầu 2,Germany,BD,BD7.1DOX1-0400300030,7.1,Other (7.1),Khác (7.1),DOX,Flamed Water,Interior_Tiles,Premium,,,"Absolute Black Basalt Slabs  Topside sawn and flamed and brushed, rest sawn, edges with chamfered 2/2mm","BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa",55.0,30.0,3.0,60.0,3.0,9.9,0.3,33.0,1.79,26.5,USD/M2,262.35,874.5000000000001,0.00495,0.165,2.95,1.0
Absolute Basalt Tiles 65403 (26),03/A-X27/22,X27,Nhóm đầu 2,Germany,BD,BD7.1DOX1-0500400030,7.1,Other (7.1),Khác (7.1),DOX,Flamed Water,Interior_Tiles,Premium,,,"Absolute Black Basalt Slabs  Topside sawn and flamed and brushed, rest sawn, edges with chamfered 2/2mm","BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa",65.0,40.0,3.0,40.0,3.0,10.4,0.31,26.0,0.92,28.0,USD/M2,291.2,939.3548387096774,0.0078,0.26,2.95,1.0
Absolute Basalt Tiles 80403 (26),03/A-X27/22,X27,Nhóm đầu 2,Germany,BD,BD7.1DOX1-0500400030,7.1,Other (7.1),Khác (7.1),DOX,Flamed Water,Interior_Tiles,Premium,,,"Absolute Black Basalt Slabs  Topside sawn and flamed and brushed, rest sawn, edges with chamfered 2/2mm","BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa",80.0,40.0,3.0,20.0,3.0,6.4,0.19,16.0,0.28,28.0,USD/M2,179.2,943.1578947368421,0.0096,0.32,2.95,1.0
Black Basalt Cubic 10108 (700) TON (OLD),04/A-X27/22,X27,Nhóm đầu 2,Germany,BX,BX1.2CTA9-0100100080,1.2,Other (1.2),Khác (1.2),CTA,Split Handmade,Exterior_Tiles,Economy,,,Black Basalt Cubic Hand split (Packing in wooden crate),"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",10.0,10.0,8.0,13300.0,19.0,133.0,10.64,1330.0,24.67,109.97,USD/TON,2712.96,254.97744360902254,0.0008,0.01,2.65,0.875
Black Basalt Cubic 20108-10 (350),01/A-X12/25 fill up,X12,Nhóm đầu 1,Netherlands,BX,BX1.1CTA0-02001008-10,1.1,Cubes / Cobbles,Cubic (Đá vuông),CTA,Split Handmade,Exterior_Tiles,Economy,,,Black Basalt Cube  All sides natural split,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",20.0,10.0,8.0,7350.0,21.0,147.0,11.76,1470.0,27.27,26.0,USD/M2,3822.0,325.0,0.0016,0.02,2.65,0.875
Black Basalt Cubic 10108 (700) TON (OLD),04/A-X34/21,X34,Nhóm đầu 3,Switzerland,BX,BX1.2CTA9-0100100080,1.2,Other (1.2),Khác (1.2),CTA,Split Handmade,Exterior_Tiles,Economy,,,Black Basalt Cubic Hand split (Packing in wooden crate),"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",10.0,10.0,8.0,15400.0,22.0,154.0,12.32,1540.0,28.57,108.0,USD/TON,3085.56,250.4512987012987,0.0008,0.01,2.65,0.875
Black Basalt Cubic 10108 (700) TON (OLD),04/A-X34/21,X34,Nhóm đầu 3,Switzerland,BX,BX1.2CTA9-0100100080,1.2,Other (1.2),Khác (1.2),CTA,Split Handmade,Exterior_Tiles,Economy,,,Black Basalt Cubic Hand split (Packing in wooden crate),"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",10.0,10.0,8.0,15400.0,22.0,154.0,12.32,1540.0,28.57,108.0,USD/TON,3085.56,250.4512987012987,0.0008,0.01,2.65,0.875
Absolute Basalt Cubic 12128 (448),16/A-X399/25 (PO 23071),X39,Nhóm đầu 3,France,BD,BD1.1DOX1-0120120080,1.1,Cubes / Cobbles,Cubic (Đá vuông),DOX,Flamed Water,Exterior_Tiles,Premium,,,"Absolute Black Basalt Cobbles  Top flamed+ water jet, 5 sides sawn cut","BAZAN ĐEN, Cubic-Mặt đốt xịt nước, 4 cạnh cưa, đáy cưa.",12.0,12.0,8.0,1170.0,3.0,16.85,1.35,140.4,3.98,65.36,USD/M2,1101.19,815.6962962962963,0.001152,0.0144,2.95,1.0
Black Basalt Cubic 999 (726),07/A-X269/25,X26,Nhóm đầu 2,Germany,BX,BX1.1CTA0-0090090090,1.1,Cubes / Cobbles,Cubic (Đá vuông),CTA,Split Handmade,Exterior_Tiles,Economy,,,Black Basalt Cubic All sides natural split,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",9.0,9.0,9.0,15972.0,22.0,129.37,11.64,1437.48,27.76,33.3,USD/M2,4308.13,370.11426116838487,0.000729,0.0081,2.65,0.9
Black Basalt Palisade 901212 (32),14/A-X399/19,X39,Nhóm đầu 3,France,BX,BX3.1CTA0-0900120120,3.1,Palisades,Đá cây,CTA,Split Handmade,PALISADE,Economy,,,Black Basalt Cubes Hand made,"BAZAN XÁM, Đá cây-Cưa lột",90.0,12.0,12.0,96.0,3.0,10.37,1.24,86.4,3.35,5.18,USD/PC,497.28,401.0322580645161,0.01296,0.108,2.7,1.0
Black Basalt Palisade 1201212 (28),14/A-X399/19,X39,Nhóm đầu 3,France,BX,BX3.1CTA0-1200120120,3.1,Palisades,Đá cây,CTA,Split Handmade,PALISADE,Common,,,Black Basalt Palisades Hand made,"BAZAN XÁM, Đá cây-Chẻ tay tự nhiên",120.0,12.0,12.0,140.0,5.0,20.16,2.42,168.0,6.41,7.26,USD/PC,1016.4,420.0,0.01728,0.144,2.65,1.0
Absolute Basalt Palisade 75258 (28),14/A-X399/19,X39,Nhóm đầu 3,France,BD,BD3.1DOX0-0750250080,3.1,Palisades,Đá cây,DOX,Flamed Water,PALISADE,Common,,,Extreme Basalt Palisades   All sides flamed + water jet finished All edge beveled,"BAZAN ĐEN, Đá cây-6 mặt đốt xịt nước, vạt mép 4mm.",75.0,25.0,8.0,168.0,6.0,31.5,2.52,126.0,7.43,10.88,USD/PC,1827.84,725.3333333333333,0.015,0.1875,2.95,1.0
Absolute Basalt Palisade 100258 (20),14/A-X399/19,X39,Nhóm đầu 3,France,BD,BD3.1DOX0-1000250080,3.1,Palisades,Đá cây,DOX,Flamed Water,PALISADE,Common,,,Extreme Basalt Palisades All sides flamed + water jet finished All edge beveled,"BAZAN ĐEN, Đá cây-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",100.0,25.0,8.0,140.0,7.0,35.0,2.8,140.0,8.26,15.2,USD/PC,2128.0,760.0,0.02,0.25,2.95,1.0
Absolute Basalt Palisade 125258 (18),14/A-X399/19,X39,Nhóm đầu 3,France,BD,BD3.1DOX0-1250250080,3.1,Palisades,Đá cây,DOX,Flamed Water,PALISADE,Common,,,Extreme Basalt Palisades All sides flamed + water jet finished All edge beveled,"BAZAN ĐEN, Đá cây-6 mặt đốt xịt nước, vạt mép 4mm.",125.0,25.0,8.0,90.0,5.0,28.13,2.25,112.5,6.64,19.88,USD/PC,1789.2,795.2,0.025,0.3125,2.95,1.0
Black Basalt Palisade 601212 (56),14/A-X399/19,X39,Nhóm đầu 3,France,BX,BX3.1CTA0-0600120120,3.1,Palisades,Đá cây,CTA,Split Handmade,PALISADE,Economy,,,,"BAZAN XÁM, Đá cây-Cưa lột",60.0,12.0,12.0,112.0,2.0,8.06,0.97,67.2,2.62,3.24,USD/PC,362.88,374.10309278350513,0.00864,0.072,2.7,1.0
Black Basalt Palisade 401212 (90),14/A-X399/19,X39,Nhóm đầu 3,France,BX,BX3.1CTA0-0400120120,3.1,Palisades,Đá cây,CTA,Split Handmade,PALISADE,Economy,,,Black Basalt Palisades Hand made,"BAZAN XÁM, Đá cây-Chẻ tay tự nhiên",40.0,12.0,12.0,90.0,1.0,4.32,0.52,36.0,1.4,2.07,USD/PC,186.3,358.2692307692308,0.00576,0.048,2.7,1.0
Absolute Basalt Palisade 50258 (48),14/A-X399/19,X39,Nhóm đầu 3,France,BD,BD3.1DOX0-0500250080,3.1,Palisades,Đá cây,DOX,Flamed Water,PALISADE,Common,,,"Absolute Basalt Palisade  All sides flamed, waterjet finished and all edges beveled","BAZAN ĐEN, Đá cây-6 mặt đốt xịt nước, vạt mép 4mm.",50.0,25.0,8.0,144.0,3.0,18.0,1.44,72.0,4.25,7.25,USD/PC,1044.0,725.0,0.01,0.125,2.95,1.0
Absolute Basalt Pedestal 1505015,08/A-X269/25,X26,Nhóm đầu 2,Germany,BD,BD3.1DOX0-1500500150,3.1,Palisades,Đá cây,DOX,Flamed Water,SLAB,Super premium,,,"Absolute Black Basalt Pedestal
All sides sawn+flamed+waterjet+bevelled, at the back 2 cut outs 26x9x15cm, see drawing","BAZAN ĐEN, Đá tấm-6 mặt đốt xịt nước, vạt mép 4mm, mặt sau cắt bỏ 2 mảnh 26x9x15, xem bản vẽ.",150.0,50.0,15.0,1.0,1.0,0.75,0.11,1.5,0.32,191.25,USD/PC,191.25,1738.6363636363637,0.1125,0.75,2.95,1.0
Black Basalt Cubic 10108 (700) M2,14/A-X399/19,X39,Nhóm đầu 3,France,BX,BX1.1CTA0-0100100080,1.1,Cubes / Cobbles,Cubic (Đá vuông),CTA,Split Handmade,Exterior_Tiles,Economy,,,Black Basalt Cubes   All side handmade,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",10.0,10.0,8.0,18200.0,26.0,182.0,14.56,1820.0,33.76,19.2,USD/M2,3494.4,240.0,0.0008,0.01,2.65,0.875
Absolute Basalt Risers 120353 (25),14/A-X399/19,X39,Nhóm đầu 3,France,BD,BD4.1DOX4-1200350030,4.1,Stair / Step (Block),Đá bậc thang nguyên khối,DOX,Flamed Water,STAIR,Premium,,,"Extreme Basalt Risers Top flamed, water jet finished, 1 long side honed with 2 edges beveled 3/3mm","BAZAN ĐEN, Ốp bậc thang-Mặt đốt xịt nước, 1 cạnh dài hon, mép trên và dưới của cạnh hon vạt 3mm/45o",120.0,35.0,3.0,75.0,3.0,31.5,0.95,90.0,2.77,17.6,USD/PC,1320.0,1389.4736842105265,0.0126,0.42,2.95,1.0
Absolute Basalt Risers 150353 (22),14/A-X399/19,X39,Nhóm đầu 3,France,BD,BD4.1DOX4-1500350030,4.1,Stair / Step (Block),Đá bậc thang nguyên khối,DOX,Flamed Water,STAIR,Super premium,,,"Extreme Basalt Risers Top flamed, water jet finished, 1 long side honed with 2 edges beveled 3/3mm","BAZAN ĐEN, Ốp bậc thang-Mặt đốt xịt nước, 1 cạnh dài hon, mép trên và dưới của cạnh hon vạt 3mm/45o",150.0,35.0,3.0,44.0,2.0,23.1,0.69,66.0,2.04,26.2,USD/PC,1152.8,1670.7246376811595,0.01575,0.525,2.95,1.0
Absolute Basalt Copings 100353 (30),14/A-X399/19,X39,Nhóm đầu 3,France,BD,BD2.2DOX4-1000350030,2.2,Wall covering / Wall top,Đá ốp tường rào,DOX,Flamed Water,"Pool surrounding,Window sill, covering",Super premium,,,"Extreme Basalt Copings  Top flamed + water jet finished, 2 long sides honed with 2 drain drop, 4 long edges beveled 3/3mm","BAZAN ĐEN, Nắp tường rào-Mặt đốt xịt nước, hai cạnh dài hon, 2 rãnh thoát nước dọc 2 cạnh dài 0.5x0.5cm cách mép 1.5cm, rãnh cắt hết, vạt mép cạnh dài 3mm/45o",100.0,35.0,3.0,150.0,5.0,52.5,1.58,150.0,4.63,16.8,USD/PC,2520.0,1594.9367088607594,0.0105,0.35,2.95,1.0
Absolute Basalt Stair 1003515 (8),14/A-X399/19,X39,Nhóm đầu 3,France,BD,BD4.1DOX0-1000350150,4.1,Stair / Step (Block),Đá bậc thang nguyên khối,DOX,Flamed Water,STAIR,Common,,,"Extreme Basalt Stair All sides flamed & water jet finished, 2 long Edge beveled 5/5mm and all other edge beveled 3/3mm","BAZAN ĐEN, Bậc thang-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",100.0,35.0,15.0,64.0,8.0,22.4,3.36,64.0,9.91,38.1,USD/PC,2438.4,725.7142857142858,0.0525,0.35,2.95,1.0
Absolute Basalt Stair 1203515 (8),14/A-X399/19,X39,Nhóm đầu 3,France,BD,BD4.1DOX0-1200350150,4.1,Stair / Step (Block),Đá bậc thang nguyên khối,DOX,Flamed Water,STAIR,Common,,,"Extreme Basalt Stair All sides flamed & water jet finished, 2 long Edge beveled 5/5mm and all other edge beveled 3/3mm","BAZAN ĐEN, Bậc thang-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",120.0,35.0,15.0,64.0,8.0,26.88,4.03,76.8,11.89,45.68,USD/PC,2923.52,725.439205955335,0.063,0.42,2.95,1.0
Absolute Basalt Stair 1503515 (6),14/A-X399/19,X39,Nhóm đầu 3,France,BD,BD4.1DOX0-1500350150,4.1,Stair / Step (Block),Đá bậc thang nguyên khối,DOX,Flamed Water,STAIR,Common,,,"Absolute Basalt Stair All sides flamed & water jet finished, 2 long Edge beveled 5/5mm and all other edge beveled 3/3mm","BAZAN ĐEN, Bậc thang-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",150.0,35.0,15.0,36.0,6.0,18.9,2.84,54.0,8.35,59.85,USD/PC,2154.6,758.661971830986,0.07875,0.525,2.95,1.0
Absolute Basalt Copings 100304 (25),14/A-X399/19,X39,Nhóm đầu 3,France,BD,BD2.2DOX4-1000300040,2.2,Wall covering / Wall top,Đá ốp tường rào,DOX,Flamed Water,"Pool surrounding,Window sill, covering",Premium,,,"Extreme Basalt Copings  Top flamed + water jet finished, 2 long sides honed with 2 drain drop, 4 long edges beveled 3/3mm","BAZAN ĐEN, Nắp tường rào-Mặt đốt xịt nước, hai cạnh dài hon, 2 rãnh thoát nước dọc 2 cạnh dài 0.5x0.5cm cách mép 1.5cm, rãnh cắt hết, vạt mép cạnh dài 3mm.",100.0,30.0,4.0,100.0,4.0,30.0,1.2,100.0,3.54,13.72,USD/PC,1372.0,1143.3333333333335,0.012,0.3,2.95,1.0
Black Basalt Palisade 100258 (28),14/A-X399/19,X39,Nhóm đầu 3,France,BX,BX3.1CTA0-1000250080,3.1,Palisades,Đá cây,CTA,Split Handmade,PALISADE,Economy,,,Black Basalt Palisades Hand made,"BAZAN XÁM, Đá cây-Chẻ tay tự nhiên",100.0,25.0,8.0,140.0,5.0,35.0,2.8,140.0,7.56,7.9,USD/PC,1106.0,395.0,0.02,0.25,2.7,1.0
Bluestone Tiles 60303 (66),02/A-X44/25,X44,Nhóm đầu 4,Ireland,MB,MB7.1DOC0-0600300030,7.1,Other (7.1),Khác (7.1),DOC,Flamed Brush,Interior_Tiles,Common,,,Bluestone Tiles Flamed finish,"BLUESTONE, Đá lát-Mặt đốt chải kỹ, đốt không sót bề mặt",60.0,30.0,3.0,3696.0,56.0,665.28,19.96,2217.6,53.89,23.2,USD/M2,15434.5,773.2715430861723,0.0054,0.18,2.7,1.0
Bluestone Tiles 20103 (600),02/A-X44/25,X44,Nhóm đầu 4,Ireland,MB,MB7.1DOC0-0200100030,7.1,Other (7.1),Khác (7.1),DOC,Flamed Brush,Interior_Tiles,Common,,,Bluestone Tiles Flamed finish,"BLUESTONE, Đá lát-Mặt đốt chải kỹ, đốt không sót bề mặt.",20.0,10.0,3.0,6600.0,11.0,132.0,3.96,1320.0,10.69,21.0,USD/M2,2772.0,700.0,0.0006,0.02,2.7,1.0
Bluestone Tiles 90603 (34),02/A-X44/25,X44,Nhóm đầu 4,Ireland,MB,MB7.1DOC0-0900600030,7.1,Other (7.1),Khác (7.1),DOC,Flamed Brush,Interior_Tiles,Premium,,,Bluestone Tiles Flamed finish,"BLUESTONE, Đá lát-Mặt đốt chải kỹ, đốt không sót bề mặt",90.0,60.0,3.0,375.0,15.0,202.5,6.08,337.5,16.42,36.87,USD/M2,7466.18,1227.9901315789475,0.0162,0.54,2.7,1.0
Absolute Basalt Risers 120353 (25),18/A-X399/19,X39,Nhóm đầu 3,France,BD,BD4.1DOX4-1200350030,4.1,Stair / Step (Block),Đá bậc thang nguyên khối,DOX,Flamed Water,STAIR,Premium,,,"Extreme Basalt Risers Top flamed, water jet finished, 1 long side honed with 2 edges beveled 3/3mm","BAZAN ĐEN, Ốp bậc thang-Mặt đốt xịt nước, 1 cạnh dài hon, mép trên và dưới của cạnh hon vạt 3mm/45o",120.0,35.0,3.0,75.0,3.0,31.5,0.95,90.0,2.77,17.6,USD/PC,1320.0,1389.4736842105265,0.0126,0.42,2.95,1.0
Absolute Basalt Risers 150353 (22),18/A-X399/19,X39,Nhóm đầu 3,France,BD,BD4.1DOX4-1500350030,4.1,Stair / Step (Block),Đá bậc thang nguyên khối,DOX,Flamed Water,STAIR,Super premium,,,"Extreme Basalt Risers Top flamed, water jet finished, 1 long side honed with 2 edges beveled 3/3mm","BAZAN ĐEN, Ốp bậc thang-Mặt đốt xịt nước, 1 cạnh dài hon, mép trên và dưới của cạnh hon vạt 3mm/45o",150.0,35.0,3.0,66.0,3.0,34.65,1.04,99.0,3.07,26.2,USD/PC,1729.2,1662.6923076923076,0.01575,0.525,2.95,1.0
Absolute Basalt Risers 200353 (20),18/A-X399/19,X39,Nhóm đầu 3,France,BD,BD4.1DOX4-2000350030,4.1,Stair / Step (Block),Đá bậc thang nguyên khối,DOX,Flamed Water,STAIR,Super premium,,,"Extreme Basalt Risers Top flamed, water jet finished, 1 long side honed with 2 edges beveled 3/3mm","BAZAN ĐEN, Ốp bậc thang-Mặt đốt xịt nước, 1 cạnh dài hon, mép trên và dưới của cạnh hon vạt 3mm/45o",200.0,35.0,3.0,10.0,1.0,7.0,0.21,20.0,0.62,42.0,USD/PC,420.0,2000.0,0.021,0.7,2.95,1.0
Absolute Basalt Risers 15014.53 (44),18/A-X399/19,X39,Nhóm đầu 3,France,BD,BD4.1HON1-1500140030,4.1,Stair / Step (Block),Đá bậc thang nguyên khối,HON,Honed,STAIR,Premium,,,Extreme Basalt Risers  surface honed sides sawn,"BASAN ĐEN, Ốp bậc thang-Mặt honed, các cạnh còn lại cưa, vạt mép 3mm.",150.0,14.5,3.0,44.0,1.0,9.57,0.29,66.0,0.86,8.7,USD/PC,382.8,1320.0000000000002,0.006525,0.2175,2.95,1.0
Absolute Basalt Risers 20014.53 (40),18/A-X399/19,X39,Nhóm đầu 3,France,BD,BD4.1HON1-2000140030,4.1,Stair / Step (Block),Đá bậc thang nguyên khối,HON,Honed,STAIR,Super premium,,,"Extreme Basalt Risers  Surface honed, sides sawn","BAZAN ĐEN, Ốp bậc thang-Mặt honed, các cạnh còn lại cưa, vạt mép 3mm.",200.0,14.5,3.0,40.0,1.0,11.6,0.35,80.0,1.03,14.5,USD/PC,580.0,1657.1428571428573,0.0087,0.29,2.95,1.0
